source,edit,sentence,labels,short answer
Viruses,1,Generate: When can viruses reproduce other viruses?,Viruses can only reproduce other viruses once it has nutrients.,once it has nutrients
Viruses,0,Generate: What virus can attach itself to the E. coli bacteria?,The T4 bacteriophage virus can attach itself to the E. coli bacteria and inject genetic material directly into it.,T4 bacteriophage virus
Viruses,0,Generate: What type of material is quickly reproduced with a special code for producing more and more similar viruses?,The injected genetic materials from a virus quickly reproduce with a special code for producing more and more similar viruses.,injected genetic materials
Viruses,1,Generate: What happens when a virus injects genetic material for reproduction?,"As many viruses are produced after a virus injects genetic material with a code for reproduction, the original bacteria cell explodes.",the original bacteria cell explodes
Viruses,1,Generate: What happens after the host bacteria cell explodes?,"After the host bacteria cell explodes, these viruses move about to more bacteria and continue to reproduce in new bacteria hosts.",bacteria
Viruses,1,Generate: What does a virus do to reproduce?,Viruses cannot reproduce on their own; they must use other bacteria host to reproduce.,Viruses cannot reproduce on their own
Viruses,1,Generate: Why are some bacteria very deadly?,Some strains of E. coli bacteria are very deadly because they may host viruses.,E. coli bacteria
Viruses,1,Generate: How does transmission of E. Coli occur?,"Transmission of E. Coli usually occurs through contaminated food or water, following contact with animals, and occasionally from person to person.",contaminated food or water
Viruses,1,Generate: Are there differences between viruses and bacteria?,"There are several differences between viruses and bacteria. The first major difference between virus and bacteria is size. Viruses are much smaller than bacteria cells. Second, bacteria are alive and reproduce on their own, whereas viruses are not considered alive and they need to have hosts to reproduce.",bacteria
Viruses,0,Generate: What is a major difference between virus and bacteria?,The first major difference between virus and bacteria is size.,size
Viruses,1,Generate: Are viruses smaller than bacteria cells?,Viruses are much smaller than bacteria cells.,Viruses
Viruses,1,Generate: What is a difference between virus and bacteria?,"A difference between virus and bacteria is that bacteria are alive and reproduce on their own, whereas viruses are not considered alive and they need to have hosts to reproduce.",viruses
Viruses,1,Generate: Can bacteria be helpful?,Some bacteria can often be helpful.,bacteria
Viruses,0,Generate: What helps the environment through decomposition of waste products?,Some bacteria help the environment through the decomposition of waste products.,bacteria
Viruses,1,Generate: What is a recent discovery about viruses?,"Recently, scientists have discovered a way to change the genetic make-up of some viruses.",genetic
Viruses,0,Generate: What type of disease is a genetically modified virus used to fight?,A genetically changed virus is used as a type of drug to fight diseases such as cancer.,cancer
Viruses,1,Generate: Can viruses be useful?,"While viruses cause many diseases, perhaps future research can make viruses useful in fighting illness.",viruses
Pasteurization,1,Generate: What is pasteurization?,"Pasteurization is the process in which raw milk is heated to a given temperature, for a set amount of time, and then quickly cooled.",Pasteurization
Pasteurization,1,Generate: What is a process to kill harmful bacteria in raw milk and dairy products?,Pasteurization is an important process because raw milk and dairy products made from raw milk may contain harmful bacteria.,Pasteurization
Pasteurization,0,Generate: What can be found in raw milk?,"Salmonella, E. coli and Listeria may be found in raw milk.","Salmonella, E. coli and Listeria"
Pasteurization,1,"Generate: How can we kill Salmonella, E. coli, Listeria, and other harmful bacteria?","Salmonella, E. coli, Listeria, and other harmful bacteria are killed during the heating process of pasteurization.",pasteurization
Pasteurization,1,Generate: Does the heating process of pasteurization affect the nutritional value of milk?,The heating process of pasteurization does not significantly affect the nutritional value of milk.,milk
BotulismPoster,0,Generate: What is botulism?,Botulism is a bacterial infection.,bacterial infection
BotulismPoster,0,Generate: What are the symptoms of botulism?,"The symptoms of botulism are muscle paralysis, vomiting, nausea, and stomach cramps.","muscle paralysis, vomiting, nausea, and stomach cramps"
BotulismPoster,0,Generate: What is the way to treat botulism?,The way to treat or prevent botulism is with an antitoxin.,an antitoxin
Carcinogen,0,Generate: What is a substance that is directly involved in causing cancer called?,Any substance that is directly involved in causing cancer is called a carcinogen.,a carcinogen
Carcinogen,0,Generate: Carcinogens cause problems by causing what?,Carcinogens cause problems by damaging the DNA of organisms or disturbing cells' internal processes.,damaging the DNA of organisms
Carcinogen,1,Generate: What are common types of carcinogens?,"Unfortunately, there are many different kinds of carcinogens, including certain types of pollution, medical treatments, and building materials.",carcinogens
Carcinogen,1,Generate: What can be considered as carcinogenic?,Some types of radiation are considered carcinogenic.,carcinogenic
Carcinogen,1,Generate: What does the CERCLA classify as carcinogens?,"The Comprehensive Environmental Response, Compensation, and Liability Act (CERCLA) classifies all radionuclides as carcinogens.","The Comprehensive Environmental Response, Compensation, and Liability Act"
Carcinogen,1,Generate: What are radionuclides?,"Radionuclides are unstable atoms that have excess energy, which may be emitted as alpha, beta, gamma, or neutron radiation.","alpha, beta, gamma, or neutron radiation"
Carcinogen,0,Generate: What is the strength of radionuclides based on?,"The strength of radionuclides is based on the type of radiation emitted, exposure, and penetration.","radiation emitted, exposure, and penetration"
Carcinogen,0,Generate: What types of radiation are not considered carcinogenic?,"There are types of radiation that are not considered carcinogenic, such as radio waves, infrared radiation, and visible light.","radio waves, infrared radiation, and visible light"
Carcinogen,2,Generate: What is another example of carcinogens?,"There are many additional examples of carcinogens beyond radiation. For example, inhaled asbestos, tobacco smoke, and even some dioxins are carcinogenic.",radiation
Carcinogen,1,Generate: What can be examples of carcinogenic?,"Inhaled asbestos, tobacco smoke, and even some dioxins are carcinogenic.",asbestos
Carcinogen,0,Generate: During what decade has tobacco been classified as carcinogenic?,"Since the 1930s, tobacco smoke has been classified as carcinogenic.",1930s
Carcinogen,1,Generate: Are viruses considered as carcinogens?,Some viruses are listed as carcinogens.,carcinogens
Carcinogen,0,Generate: What type of viruses are listed as carcinogens?,"Hepatitis B, C and some human papilloma viruses are listed as carcinogens.",papilloma
Carcinogen,1,Generate: What was the first physical change caused by carcinogens?,Tumors were the first identified physical change caused by carcinogens.,carcinogens
Carcinogen,1,"Generate: What was the name of the word “cancer"" from?","Tumors were actually studied by Hippocrates, and he named them “karkinos,” the word from which “cancer” is derived.",karkinos
Immunization,0,Generate: What is one way to avoid disease?,One way to avoid disease is to get immunized.,get immunized
Immunization,0,Generate: What means that a person has built up resistance against a given disease?,"Being immune means that a person has built up resistance, or antibodies, against a given disease.",immune
Immunization,0,Generate: What is the most common way to be immunized?,The most common way to be immunized is to visit your doctor or health care provider and request a vaccine.,visit your doctor or health care provider and request a vaccine
Immunization,1,Generate: What is a vaccine?,"A vaccine is typically a shot that contains a weakened or dead form of the infectious disease, or “germ.” The body is tricked into thinking that a germ has infiltrated it, and the body immediately begins making antibodies to fight against it.",A vaccine
Immunization,1,Generate: What are antibodies?,Antibodies are proteins in the blood that can detect an outside invader to the body.,proteins in the blood
Immunization,0,Generate: What is produced when an antibody is alerted to outside attack from germs?,"As soon as an antibody is alerted to outside attack from germs, chemicals are produced that “bind” the invader.",chemicals
Immunization,0,"Generate: When an antibody responds to an invading germ, what is the result of the invading germ?","When an antibody responds to an invading germ, the result is a neutralized germ with no power to harm the normal cells of the body. Eventually, the invading germ is destroyed.",neutralized
Immunization,0,Generate: What happens when an antibody reacts to an invading germ?,"When an antibody responds to an invading germ, the result is a neutralized germ with no power to harm the normal cells of the body. Eventually, the invading germ is destroyed.",destroyed
Immunization,0,Generate: How many doses of a vaccine do the body need?,Sometimes the body needs several doses of a vaccine over an extended period of time in order to build up enough resistance.,several doses of a vaccine over an extended period of time
Immunization,0,Generate: What happens after immunization?,"After immunization, the body’s cells develop a memory of the germ so that if they encounter the germ again, they will immediately begin producing the appropriate antibodies and destroy the germ.",the body’s cells
Immunization,0,Generate: What type of programs can be used to control disease?,"Through widespread vaccination programs, disease can be controlled and eventually eliminated.",widespread vaccination programs
Immunization,0,Generate: What was eliminated through vaccination programs?,Smallpox was eliminated through worldwide vaccination programs.,Smallpox
Immunization,0,Generate: What type of diseases are becoming more rare in the US?,"As a result of immunization, infectious diseases such as polio are becoming more rare in the United States.",infectious diseases
Immunization,0,Generate: What is important to keep up the level of immunity in society?,It is important to get vaccinations to keep up society’s level of immunity.,vaccinations
Immunization,1,Generate: How can we reduce severe infectious diseases?,"The more people are vaccinated, the less likely society will face severe infectious diseases that make us very ill or even cause death.",vaccinated
Measles,1,Generate: What is measles?,"Measles, also known as rubeola, is a respiratory infection.",rubeola
Measles,0,Generate: What is the cause of a measles infection?,A measles infection is caused by the measles virus.,measles virus
Measles,1,Generate: Why does a measles virus infiltrates cells in the human body?,"Since it is a virus, measles infiltrates cells in the human body in order to reproduce and grow.",measles
Measles,1,Generate: Can measles infect other animals except humans?,Measles is an infection of humans and not other animals.,Measles
Measles,1,Generate: Where does the measles virus usually infect cells?,The measles virus typically infects cells in the throat and lungs.,the throat and lungs
Measles,0,Generate: What is the cause of the spread of the measles virus?,An person infected with the measles viruses spreads the virus through coughing or sneezing.,coughing or sneezing
Measles,0,Generate: What are some of the symptoms of measles?,"Some of the symptoms of measles are a red rash, fever, cough, and runny nose.","a red rash, fever, cough, and runny nose"
Measles,1,Generate: When do symptoms of measles appear?,"It may take one to two weeks for the symptoms of measles to appear, yet the infected person is contagious four days before a rash appears.",four
Measles,0,Generate: What are some of the complications associated with measles?,"Measles may lead to many complications, such as diarrhea, ear infection, pneumonia, encephalitis or even death.","diarrhea, ear infection, pneumonia, encephalitis or even death"
Measles,1,Generate: How to eliminate measles?,"Measles has been virtually eliminated in the United States, the rest of North America, South America and some other areas through widespread vaccinations.",vaccinations
Measles,1,Generate: Where does measles remain?,"Unfortunately, measles remains prevalent in Africa and Asia.",measles
Measles,1,Generate: Is there a specific treatment for measles?,"There is no specific treatment for measles, but the symptoms may be treated to provide some comfort for the sick.",measles
Measles,0,Generate: What is very dangerous for pregnant women?,Measles is very dangerous to pregnant women.,Measles
Measles,1,Generate: Is there a vaccine to prevent measles?,Scientists have discovered a vaccine to prevent measles and it is recommended to prevent serious damage to unborn babies.,measles
VirusStructurePoster,0,Generate: What is the outer coat of a virus called?,The outer coat of a virus has a hard protein shell called a capsid that protects the virus and plays an important role in reproduction.,capsid
VirusStructurePoster,0,Generate: What is the inner core of a virus made of?,The inner core of a virus is made of genetic material.,genetic material
Ebola,1,Generate: What are Ebola and Marburg fevers?,"Ebola and Marburg fevers are severe diseases, which often lead to death.",Ebola and Marburg fevers
Ebola,1,Generate: Can we distinguish Ebola and Marburg?,Ebola and Marburg are clinically almost indistinguishable from one another.,Ebola and Marburg
Ebola,1,Generate: What is Marburg hemorrhagic fever?,Marburg hemorrhagic fever was first identified in 1967 after workers in Europe developed hemorrhagic (bleeding) sickness after working with tissue from green monkeys.,hemorrhagic
Ebola,0,Generate: What caused the Marburg hemorrhagic fever outbreak?,Researchers determined that a virus in the Filoviridae family caused the Marburg hemorrhagic fever outbreak.,a virus in the Filoviridae family
Ebola,0,Generate: What type of fevers were seen in Africa?,Highly lethal hemorrhagic fevers were seen in Africa and the cause was found to be newly-identified members of the Filoviridae family.,Highly lethal hemorrhagic fevers
Ebola,1,Generate: Can the Ebola and Marburg viruses be transmitted to a human?,"The Ebola and Marburg viruses, once transmitted to a human, can be spread between people by contact.",The Ebola and Marburg viruses
Ebola,1,Generate: How can a health car worker get an Ebola or Marburg infection?,"A health care worker could acquire an Ebola or Marburg infection by handling blood, or other body fluids, from a person already sick with Ebola.",Ebola or Marburg
Ebola,1,Generate: How long after being infected do fevers associated with Ebola and Marburg appear?,Fevers associated with Ebola and Marburg do not appear until several days after being infected.,several days
Ebola,0,Generate: What are the symptoms of Ebola and Marburg fevers?,"The symptoms of Ebola and Marburg include fever, aches, and even bleeding.","fever, aches, and even bleeding"
Ebola,1,Generate: Is difficult to diagnose Ebola or Marburg fevers?,The diagnosis of Ebola or Marburg is difficult since the symptoms are so similar to many other infectious diseases.,Ebola or Marburg
Ebola,1,Generate: What can be done for suspected causes until tests can confirm Ebola or Marburg infection?,Doctors would isolate suspected causes until tests can confirm this viral infection.,tests
Ebola,1,Generate: Are there drugs to treat Ebola or Marburg fevers?,There are no drugs to treat Ebola or Marburg fevers.,Ebola or Marburg fevers
Ebola,1,Generate: What are the treatment for people sick with Ebola or Marburg?,"People sick with Ebola or Marburg are provided support in isolation, such as intravenous fluids and medicine for headaches, fever, and other symptoms.",Ebola or Marburg
Archae-and-Eubacteria - Archae-and-Eubacteria,0,Generate: How many living organisms are in the world?,The world is full of millions of living organisms.,millions
Archae-and-Eubacteria - Archae-and-Eubacteria,1,Generate: How can we classify organisms?,Organisms have different physical and genetic features by which they may be classified.,physical and genetic
Archae-and-Eubacteria - Archae-and-Eubacteria,0,Generate: What is one segment of living organisms?,One segment of living organisms is bacteria.,bacteria
Archae-and-Eubacteria - Archae-and-Eubacteria,1,Generate: How do we classify bacteria?,"Scientists have questioned how to classify bacteria. Historically, scientists have classified all bacteria in the Kingdom Monera, which was divided into 2 sections, archae and eubacteria.",how to classify bacteria
Archae-and-Eubacteria - Archae-and-Eubacteria,0,Generate: What is the first big category to classify bacteria?,The first big category to classify bacteria is known as a kingdom.,kingdom
Archae-and-Eubacteria - Archae-and-Eubacteria,1,Generate: How have scientists classified all bacteria?,"Historically, scientists have classified all bacteria in the Kingdom Monera.",Kingdom Monera
Archae-and-Eubacteria - Archae-and-Eubacteria,0,Generate: How many sections was the Kingdom of Monera divided into?,"The Kingdom of Monera was divided into 2 sections, archae and eubacteria.",2
Archae-and-Eubacteria - Archae-and-Eubacteria,1,Generate: Who discovered great genetic variations between Archie and eubactera?,"In the 1970s, Carl Woese discovered great genetic variations between archae and eubacteria, so taxonomists abolished the Kingdom Monera and established two separate kingdoms, Archae and Eubacteria.",two
Archae-and-Eubacteria - Archae-and-Eubacteria,1,Generate: How different archae are from eubacteria?,Archae have different material in the cell wall that make them unique from eubacteria.,eubacteria
Archae-and-Eubacteria - Archae-and-Eubacteria,1,Generate: Why are archae calledextremophiles?,Archae are called extremophiles because they live in extreme conditions where most organisms cannot survive.,extremophiles
Archae-and-Eubacteria - Archae-and-Eubacteria,0,Generate: What is a waste byproduct produced by methanogens?,Methanogens produce methane gas as a waste byproduct and can be found in the guts of grass eating animals and in marshlands.,methane gas
Archae-and-Eubacteria - Archae-and-Eubacteria,0,Generate: Halophiles live in environments with what?,Halophiles live in environments with high salt concentrations.,high salt concentrations
Archae-and-Eubacteria - Archae-and-Eubacteria,0,Generate: What is one type of archae?,One type of archae is a thermophile and is a type of microorganism that lives in areas of high temperatures.,thermophile
Archae-and-Eubacteria - Archae-and-Eubacteria,0,Generate: What are most bacteria classified as?,Most bacteria are classified as eubacteria.,eubacteria
Archae-and-Eubacteria - Archae-and-Eubacteria,1,Generate: How do eubacteria grow and take in nutrients?,Eubacteria grow and take in nutrients in different ways.,Eubacteria
Archae-and-Eubacteria - Archae-and-Eubacteria,0,Generate: What are the materials that bacteria need to live and grow?,Nutrients are the materials that bacteria need to live and grow.,Nutrients
Archae-and-Eubacteria - Archae-and-Eubacteria,0,Generate: What are bacteria that get their energy from light?,Photoautotrophs are bacteria that get their energy from light.,Photoautotrophs
Archae-and-Eubacteria - Archae-and-Eubacteria,0,Generate: What do saprophytes get their energy by doing?,Saprophytes get their energy by decomposing things.,decomposing things
Archae-and-Eubacteria - Archae-and-Eubacteria,1,Generate: Do bacteria need oxygen?,Some bacteria do not need oxygen while others need oxygen to survive.,oxygen
Archae-and-Eubacteria - Archae-and-Eubacteria,1,Generate: Is oxygen essential for bacteria to live? group of bacteria live in the presence of?,One group of bacteria can live in the presence of oxygen or can continue to live even if oxygen is not present.,oxygen
Archae-and-Eubacteria - Archae-and-Eubacteria,1,Generate: What pH do bacteria live in?,Some bacteria live in neutral pH while others live in a slightly more acidic environment.,pH
Archae-and-Eubacteria - Archae-and-Eubacteria,1,Generate: How can bacteria live in acidic conditions?,Bacteria that live in more acidic conditions are able to keep the pH in their bodies closer to a neutral pH.,acidic
BacterialReproductionPoster,1,Generate: How do bacteria reproduce?,"Bacteria reproduce asexually by binary fission, which results in the production of two cells exactly like the parent cell.",asexually
Pneumonia,0,Generate: What are bacteria found in the upper respiratory system?,Streptococcus Pneumoniae are bacteria found in the upper respiratory system.,Streptococcus Pneumoniae
Pneumonia,1,Generate: How severe is the infection caused by Streptococcus Pneumoniae?,The severity of the bacterial infection caused by Streptococcus Pneumoniae ranges from minor ear infections to fatal meningitis.,Streptococcus Pneumoniae
Pneumonia,1,Generate: Who are the most at risk with the infection caused by Streptococcus Pneumoniae?,"The infection caused by Streptococcus Pneumoniae can affect children and adults, but the elderly and very young are the most at risk.",Streptococcus Pneumoniae
Pneumonia,0,Generate: How many people die each year from pneumococcal infections?,"According to the World Health Organization, over a million people die from pneumococcal infections each year.",over a million
Pneumonia,1,Generate: In what ways do pneumococcus kill people?,"Pneumonia, meningitis, and sepsis are the three most common ways that pneumococcus kills people.",pneumococcus
Pneumonia,0,Generate: What can kill a person as the infection overwhelms the immune system?,Sepsis can kill a person as the infection overwhelms the immune system.,Sepsis
Pneumonia,1,Generate: What does a meningitis infection cause?,A meningitis infection causes damage to the spinal cord and brain.,A meningitis infection
Pneumonia,1,Generate: How do we diagnose pneumonia?,"Pneumonia is diagnosed in several ways. In some cases, a doctor can use a stethoscope and observe breathing rates to diagnose pneumonia.",Pneumonia
Pneumonia,0,Generate: What can a doctor use to diagnose pneumonia?,"In some cases, a doctor can use a stethoscope and observe breathing rates to diagnose pneumonia.",stethoscope
Pneumonia,0,Generate: What is the most precise way to diagnose pneumonia?,The most precise way to diagnose pneumonia is by using a chest X-ray.,a chest X-ray
Pneumonia,0,Generate: Pneumonia is most often treated with what?,Pneumonia is most often treated with antibiotics.,antibiotics
Pneumonia,1,Generate: How to treat pneumonia?,"Because bacteria have become more resistant to common antibiotics, more advanced and expensive antibiotics have to be prescribed to treat pneumonia.",pneumonia
Pneumonia,1,Generate: Is there a vaccine for pneumonia?,A pneumococcal vaccine is currently given to all United States infants.,pneumococcal vaccine
Pneumonia,1,Generate: How can we eliminate childhood pneumococcal diseases?,A widespread vaccination policy has basically eliminated childhood pneumococcal diseases.,pneumococcal diseases
Pneumonia,1,Generate: How to reduce adult infection rates with pneumococcal bacteria?,"A decrease in childhood infections caused by pneumococcal bacteria has also decreased adult contact, thus reducing adult infection rates.",pneumococcal bacteria
What-is-food-safety,0,Generate: How many Americans will get sick by eating contaminated food?,This year one in six Americans will get sick by eating contaminated food.,one in six
What-is-food-safety,0,Generate: What is important to keep our food supply safe?,"Keeping our food supply safe by safely handling, preparing, and storing food is very important.",Keeping our food supply safe
What-is-food-safety,1,Generate: What is food safety?,"The various techniques of keeping our food safe from contamination, pathogenic bacteria, viruses and chemicals is known as food safety.",food safety
What-is-food-safety,1,Generate: How can pathogens enter the food supply?,"Pathogens enter the food supply at various points of food preparation such as cleaning, cooking or during storing the food.",Pathogens
What-is-food-safety,1,Generate: What are the four food safety principles?,"There are four simple steps given by USDA Fight BAC campaign which is a food safety initiative designed to educate consumers about the four food safety principles ""clean, separate, cook, and chill"".",four
What-is-food-safety,0,Generate: What is the goal of the USDA Fight BAC campaign?,The USDA Fight BAC campaign's goal is to provide consumers with information and resources to help them reduce the risk of food borne illness.,food borne illness
What-is-food-safety,0,Generate: What steps do USDA recommend to prevent food borne illness at home?,"The USDA suggests four steps to help prevent food borne illness at home: clean, separate, cook and chill.","clean, separate, cook and chill"
What-is-food-safety,0,Generate: What is the first step in the USDA Fight BAC campaigh?,"The first step in the USDA Fight BAC campaigh, clean, encourages people to wash their hands before, during and after handling the food.",clean
What-is-food-safety,0,Generate: What is the second step in the USDA Fight BAC campaigh?,"The second step in the USDA Fight BAC campaigh, separate, encourages you to keeping raw meat separate from vegetables to avoid pathogens from one food migrating to another, or cross-contamination when preparing meals or even in the refrigerator.",cross-contamination
What-is-food-safety,0,Generate: What is the third step in the USDA Fight BAC campaigh?,"The third step in the USDA Fight BAC campaigh, Cook, encourages us to use of food thermometer.",Cook
What-is-food-safety,0,"Generate: What can make sure meat, poultry, fish and casseroles are cooked to a safe temperature?","Only a food thermometer can make sure meat, poultry, fish and casseroles are cooked to a safe internal temperature.",a food thermometer
What-is-food-safety,0,Generate: What is the last step in the USDA Fight BAC campaigh?,"The last step in the USDA Fight BAC campaigh, chill, encourages you to chill leftover food within two hours of consumption and always thawing meat in the refrigerator.",chill
EbolaPoster,1,Generate: What is Ebola?,Ebola is a viral infection.,Ebola
EbolaPoster,1,Generate: What are the symptoms of Ebola?,"The symptoms of ebola are diarrhea, vomiting, and fever.",ebola
EbolaPoster,1,Generate: What is a known way to treat or prevent Ebola?,There is no known way to treat or prevent ebola.,ebola
Microbes,0,Generate: What are some examples of microbes?,"Examples of microbes are bacteria, fungi and protozoa.","bacteria, fungi and protozoa"
Microbes,1,Generate: Are viruses included in the study of microbes?,"Many microbiologists include viruses in the study of microbes, even though viruses are unlike other microbes and are only able to reproduce when inside the cells of other organisms.",viruses
Microbes,0,Generate: What are some examples of diseases caused by harmful microbes?,"Examples of diseases caused by harmful microbes are malaria, anthrax, and HIV.","malaria, anthrax, and HIV"
Microbes,1,Generate: What causes Malaria?,Malaria is one of the most common infectious diseases and is caused by protozoan parasites of the genus Plasmodium.,Plasmodium
Microbes,1,Generate: Can microbes be a virus?,Microbes can be a virus.,a virus
Microbes,0,Generate: What is the name of the virus that causes the well known HIV disease?,Human Immunodeficiency Virus causes the well known HIV disease.,Human Immunodeficiency Virus
Microbes,0,Generate: What is a type of bacteria that comes from spores?,"Anthrax disease is caused by Bacillus anthracis, a type of bacteria that comes from spores.",Bacillus anthracis
Microbes,0,Generate: What type of microbes are the anthrax spores?,The anthrax spores are single celled microbes.,single
Microbes,1,Generate: What do some harmful bacteria do?,"Unfortunately, some harmful microbes invade the human body.",microbes
Microbes,1,Generate: What do viruses do for reproduction?,"While bacteria, fungi, and protozoa reproduce independently to cause harm, viruses must invade individual cells and then use the cell’s systems to reproduce and then harm their hosts.",to cause harm
Microbes,0,Generate: What are two effective ways to combat harmful microbes?,Some microbiologists research ways to combat harmful microbes and have found that antibiotics and vaccines are two effective ways to do so.,antibiotics and vaccines
Parasitic-Infections,0,Generate: What are organisms that can only live on or in a host organism?,"Parasites are organisms that can only live on, or in, a host organism from which it gets food or assistance in some life stage.",Parasites
Parasitic-Infections,1,Generate: What parasites are responsible for most human diseases?,"According to the Centers for Disease Control and Prevention, most human diseases are caused by three sets of parasites: protozoa, helminthes, and ectoparasites.",three sets
Parasitic-Infections,0,Generate: What type of organisms are protozoa?,Protozoa are single-celled organisms.,single-celled
Parasitic-Infections,0,Generate: What are Helminthes?,Helminthes are worms.,worms
Parasitic-Infections,1,Generate: What are ectoparasites?,Ectoparasites are lice and other arthropods.,lice
Parasitic-Infections,1,Generate: Where do protozoa parasites live in?,Protozoa parasites often live in water.,water
Parasitic-Infections,0,Generate: What can a drinking water infected with parasites cause?,Drinking water infected with parasites can cause diarrhea or a serious abscess to the human liver.,diarrhea
Parasitic-Infections,1,Generate: How can parasitic worms enter the body?,Parasitic worms can enter the body through bare feet and poorly cooked meat.,bare feet and poorly cooked meat
Parasitic-Infections,1,Generate: What are head lice?,"Head lice are actually small insects that attach themselves to hair, eyebrows, and eyelashes.",Head lice
Parasitic-Infections,1,Generate: Do parasites cause illnesses?,"According to the National Institute of Allergy and Infectious Diseases, parasites cause many illnesses--and even deaths--in the tropical and subtropical areas of the world.",the National Institute of Allergy and Infectious Diseases
Parasitic-Infections,0,Generate: What type of vaccines are there to prevent parasitic infections?,There are no vaccines to prevent many parasitic infections.,vaccines
Parasitic-Infections,1,Generate: Are there effective drugs to kill parasites?,"Parasites are becoming more drug resistant, and even some of the most effective drugs are failing.",Parasites
Parasitic-Infections,1,Generate: What should we do to treat parasites?,"Given the impacts of parasitic illness, there is a great need for developing new treatments as soon as possible.",parasitic illness
Microscopes,0,Generate: When were Optical Microscopes invented?,Optical Microscopes were invented sometime during the 16th century.,16th
Microscopes,0,Generate: What were invented to see objects too small to be seen by the unaided eye?,Optical microscopes were invented in order to see objects too small to be seen by the unaided eye.,Optical microscopes
Microscopes,1,Generate: How can we see bacteria through an optical microscope? ,"Using a series of lenses to focus and enhance light, the special shape of the glass in an optical microscope can make objects that are the size of a bacteria cell appear large enough that you can watch the bacteria dividing.",a series of lenses
Microscopes,0,Generate: When did Robert Hooke publish Micrographia?,The practice of looking at small things became popular after Robert Hooke published Micrographia in 1665. The illustrations were so amazing for the time that other scientists immediately became interested in studying small plants and animals.,1665
Microscopes,0,Generate: What did Robert Hooke publish in 1665?,The practice of looking at small things became popular after Robert Hooke published Micrographia in 1665. The illustrations were so amazing for the time that other scientists immediately became interested in studying small plants and animals.,illustrations
Microscopes,0,Generate: What are used in many fields of science to view the structure of small objects?,Optical Microscopes are used in many fields of science in order to view the structure of small objects or to make counts of small objects.,Optical Microscopes
Microscopes,0,Generate: What are small objects that are observed by optical microscopes known as?,Small objects that are observed by optical microscopes are known as samples or specimen.,specimen
Microscopes,0,Generate: The most relevant use of microscopes to everyday life is in what industry?,The most relevant use of microscopes to everyday life is in the food industry. Microscopes are used in food labs to examine everything you eat for health risks such as harmful bacteria and mold.,food
Microscopes,0,Generate: Where are microscopes used?,The most relevant use of microscopes to everyday life is in the food industry. Microscopes are used in food labs to examine everything you eat for health risks such as harmful bacteria and mold.,food labs
Microscopes,1,Generate: What is an example of using microscopes in cultured food like yogurt and cheese?,"In cultured food like yogurt and cheese, microscopes are used to count cells and make sure the right amounts of beneficial bacteria are in each serving.",bacteria
Microscopes,1,Generate: What parts do microscopes have in common?,"There are several parts that all optical microscopes have in common. The piece of an optical microscope that you use to see the sample is called the eyepiece. In an optical microscope, the objective lenses are where the real power comes from.",optical microscopes
Microscopes,0,Generate: What is the name of the piece of an optical microscope that you use to see the sample?,The piece of an optical microscope that you use to see the sample is called the eyepiece. ,eyepiece
Microscopes,1,Generate: What is the eyepiece in an optical microscope?,They eyepiece in an optical microscope is basically a magnifying glass that can enlarge an image usually about 10 times.,10
Microscopes,0,Generate: What part of microscope is used to focus the objective lenses?,The eyepiece in an optical microscope is arranged to focus the objective lenses.,optical microscope
Microscopes,1,Generate: In what part of microscope are objective lenses where the real power comes from?,"In an optical microscope, the objective lenses are where the real power comes from.",optical microscope
Microscopes,0,Generate: How many lenses are arranged in an optical microscope?,"In an optical microscope, generally three to four lenses are arranged in a way that they can enhance each other’s image by multiplying the magnification.",three to four
Microscopes,0,Generate: How much magnification can optical microscopes have?,Using a method of complementary lens arrangement means that optical microscopes can have up to 1500 times magnification.,up to 1500 times magnification
Microscopes,1,Generate: What are the parts of an optical microscope?,"Parts of an optical microscope include the eyepiece, objective lenses, tube, arm, and base.","eypiece, objective lenses, tube, arm, and base"
Microscopes,1,Generate: What holds the eyepiece in an optical microscope?,"In an optical microscope, the tube holds the eyepiece, the arm supports the tube, and the base supports the entire microscope.","the tube holds the eyepiece, the arm supports the tube, and the base supports the entire microscope"
Microscopes,1,Generate: How can an optical microscope focus the view?,"To see the specimen on the slide when using an optical microscope, there are two knobs that help with the focusing so anyone can see the same thing, regardless of their vision.",two knobs
Microscopes,0,Generate: What are the knobs that are used to focus the view on an optical microscope called?,The knobs that on an optical microscope that are used to focus the view on the specimen are called the fine focus and coarse focus.,fine focus and coarse focus
Microscopes,0,Generate: What is used to see the maximum amount of detail in an optical microscope?,"In an optical microscope, the coarse focus is used to find the object and the fine focus is used to see the maximum amount of detail.",the fine focus
Microscopes,0,Generate: What is the part of the optical microscope that holds the specimen or slide called?,The part of the optical microscope that holds the specimen or slide is called the platform.,the platform
Microscopes,1,Generate: What are objectives in some optical microscopes?,"Some optical microscopes can have multiple viewing settings, or also called objectives. These objectives located on a rotating support called a turret.",optical microscopes
Microscopes,1,Generate: What is the objectives located on a rotating support called?,"Some optical microscopes can have multiple viewing settings, or also called objectives. These objectives located on a rotating support called a turret.",turret
Microscopes,1,Generate: Why is a bright light source needed in an optical microscope?,"In an optical microscope, a bright light source is needed for clear, visible viewing. Usually this light source is a lightbulb located below the stage and is called the illuminator.",optical microscope
